ticker,date,time,headline
tsla,Jan-02-19,10:50PM,"Tesla Shares Sink on Model 3 Delivery Miss, Price Cut"
tsla,Jan-02-19,08:06PM,Tesla: Growing Faster as It Gets Bigger?
tsla,Jan-02-19,07:52PM,"US STOCKS-Wall St ekes out gain, Apple cuts revenue forecast after the bell"
tsla,Jan-02-19,07:24PM,"Tesla Shares Sink on Model 3 Delivery Miss, Price Cuts"
tsla,Jan-02-19,06:59PM,Cut in federal tax credit poses 'risk' to Tesla: LMC Auto...
tsla,Jan-02-19,06:08PM,Why Tesla's electric slide could be a buying opportunity
tsla,Jan-02-19,05:59PM,Tesla's Unexpected Car Price Cut Sends Bonds Into the Tank
tsla,Jan-02-19,05:42PM,Why Tesla's electric slide could be a buying opportunity
tsla,Jan-02-19,05:32PM,"Tesla cuts U.S. prices on all vehicles, shares drop"
tsla,Jan-02-19,05:30PM,"US STOCKS-Wall St ekes out gains, Apple cuts revenue forecast after the bell"
tsla,Jan-02-19,04:35PM,"Why Tesla, MyoKardia, and Hologic Slumped Today"
tsla,Jan-02-19,04:21PM,Tesla Stock Falls As Model 3 Deliveries Fall Short In Fourth Quarter
tsla,Jan-02-19,04:20PM,Dow Ekes Out Gains as Oil Rally Lifts U.S. Stocks
tsla,Jan-02-19,04:19PM,Tesla shares fall after company missed delivery estimates
tsla,Jan-02-19,04:19PM,"3 Things to Know at Market Close: Netflix, Tesla and the Government Shutdown"
tsla,Jan-02-19,04:06PM,"U.S. Auto Sales, This Key Economic Gauge Are On Tap: Action Plan"
tsla,Jan-02-19,04:05PM,Teslas Price Cuts Raise Questions About Margins and Demand
tsla,Jan-02-19,04:05PM,Stocks end slightly higher to begin 2019 as Nasdaq bags five-day winning streak
tsla,Jan-02-19,04:04PM,GM Joins Tesla In Reaching This Key Threshold For Electric Car Sales
tsla,Jan-02-19,03:45PM,Tesla Wraps Up a Big Year With Record Deliveries
tsla,Jan-02-19,03:36PM,Model 3 Tracker Nails Teslas Exit From Production Hell
tsla,Jan-02-19,03:05PM,"Tesla stock tumbles after deliveries disappoint, price cuts announced"
tsla,Jan-02-19,01:54PM,Tesla's Deliveries Miss Spells More Pressure to Mass-Produce a Cheaper Model 3
tsla,Jan-02-19,01:51PM,Tesla to cut prices
tsla,Jan-02-19,01:32PM,Tesla Falls to Key Support After Deliveries Update
tsla,Jan-02-19,01:05PM,Tesla Cuts Prices as Model 3 Deliveries Miss Estimates
tsla,Jan-02-19,12:59PM,Elon Musk and Tim Cook use this simple but effective leadership tactic on Twitter
tsla,Jan-02-19,12:58PM,"GM sold 200,000 electric vehicles in U.S. by 2018, triggering tax-credit phaseout - source"
tsla,Jan-02-19,12:49PM,Tesla Sinks After Missing Fourth-Quarter Delivery Estimates and Cutting Prices
tsla,Jan-02-19,12:10PM,Stock Market News: Nasdaq Pares 1.9% Intraday Loss As Chip Stocks Lead
tsla,Jan-02-19,12:01PM,"Tesla shares drop on price cut, disappointing Model 3 deliveries"
tsla,Jan-02-19,11:59AM,Tesla's Numbers Come With Some Reservations
tsla,Jan-02-19,11:43AM,Tesla shares tumble after lackluster delivery numbers
tsla,Jan-02-19,11:03AM,"Tesla Shares Tumble After Release of Q4 Deliveries, Announces $2,000 Price Cut"
tsla,Jan-02-19,10:56AM,Obama's Favorite Business Books of 2018
tsla,Jan-02-19,10:36AM,Why Tesla Stock Was Slammed Wednesday
tsla,Jan-02-19,10:34AM,Strong U.S. Economy to Boost Wall Street in 2019
tsla,Jan-02-19,10:31AM,Tesla Sinks as Price Cuts Signal a Ceiling for Costly Models
tsla,Jan-02-19,10:25AM,Norway's electric cars zip to new record: almost a third of all sales
tsla,Jan-02-19,10:19AM,"Tesla stock plunges on weak year-end sales, surprise $2,000 price cut"
tsla,Jan-02-19,10:15AM,"Stocks Sell Off But Try To Recover; Apple, Netflix, Tesla Under Fire"
tsla,Jan-02-19,09:38AM,Stocks Dive As China Tariffs Bite; Dow Jones Drops 350 Points
tsla,Jan-02-19,09:33AM,Dow tumbles by more than 350 points at the open as China slowdown spooks Wall Street to start 2019
tsla,Jan-02-19,09:26AM,"Tesla's stock tumbles after deliveries miss, price cuts"
tsla,Jan-02-19,09:19AM,Norway's electric cars zip to new record: almost a third of all sales
tsla,Jan-02-19,09:13AM,"Tesla cuts prices on all models by $2,000 to offset reduction in federal tax credit"
tsla,Jan-02-19,09:08AM,"Tesla shares dive after price cut, production numbers"
tsla,Jan-02-19,08:56AM,"Hedge fund all-star David Einhorn posts his worst year ever, losing 34% in 2018"
tsla,Jan-02-19,08:47AM,"Tesla produced 61,394 Model 3s in fourth quarter"
tsla,Sep-21-18,09:56PM,Billionaire investor questions Elon Musk getting 'a pass' after bombshell tweets
tsla,Sep-21-18,09:30PM,Broadcoms Stock Looks Like a Winner
tsla,Sep-21-18,05:30PM,"SHAREHOLDER ALERT:Â  Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Tesla, Inc. of Class Action Lawsuit and Upcoming Deadline  TSLA"
tsla,Sep-21-18,05:30PM,Tesla's People Problem and the Inscrutable Musk: 2 Things That Make You Go Hmmm
tsla,Sep-21-18,05:03PM,Tesla Model 3 Crash Test Rating 2018: It Earns Top NHTSA Safety Rating
tsla,Sep-21-18,03:26PM,Yet Another Tesla Exec Leaves Amid Festering Finance Questions
tsla,Sep-21-18,03:18PM,7 Activist Stocks for Investors to Consider
tsla,Sep-21-18,03:12PM,"CLASS ACTION UPDATE for TSLA, PDD and SBGI: Levi & Korsinsky, LLP Reminds Investors of Class Actions on Behalf of Shareholders"
tsla,Sep-21-18,01:53PM,"Wall Street's Reefer Madness, Micron Earnings, & More Stock News"
tsla,Sep-21-18,01:06PM,Is Ford Stock Too Cheap to Ignore?
tsla,Sep-21-18,11:03AM,Tesla Slips as Another Executive Reportedly Exits
tsla,Sep-21-18,10:00AM,"SHAREHOLDER ALERT - Bronstein, Gewirtz & Grossman, LLC Reminds Investors With Losses Exceeding $2M of Class Action Against Tesla, Inc. (TSLA) and Lead Plaintiff Deadline- October 9, 2018"
tsla,Sep-21-18,09:59AM,The Risks Significantly Outweigh the Rewards of Owning Tesla Stock
tsla,Sep-21-18,09:57AM,"Tesla rival Nio is on a tear since its debut, but market watchers are cautious"
tsla,Sep-21-18,09:50AM,Labaton Sucharow Files Securities Class Action Lawsuit Against Elon Musk And Tesla on Behalf of Andrew E. Left of Citron Research
tsla,Sep-21-18,09:23AM,Tesla loses its VP of supply chain management
tsla,Sep-21-18,08:09AM,"Zacks Investment Ideas feature highlights: Tilray, Tesla and Microsoft"
tsla,Sep-21-18,07:32AM,"Dow's Record High, Micron, Apple and Tesla - 5 Things You Must Know"
tsla,Sep-21-18,06:15AM,Tesla Loses Yet Another Senior Exec: Report
tsla,Sep-21-18,04:25AM,Chinese Lithium Giant Agrees Three-Year Pact to Supply Tesla
tsla,Sep-20-18,11:49PM,BRIEF-Ganfeng Lithium Signs Strategic Cooperation Agreement With Tesla
tsla,Sep-20-18,08:12PM,Tesla loses another exec: VP of supply chain management Liam O'Connor
tsla,Sep-20-18,07:44PM,Tesla VP of global supply management resigns - Bloomberg
tsla,Sep-20-18,07:37PM,Tesla VP of global supply management resigns: Bloomberg
tsla,Sep-20-18,07:27PM,Teslas supply management head leaves amid executive exodus
tsla,Sep-20-18,07:23PM,Another Tesla vice president departs: report
tsla,Sep-20-18,06:21PM,Tesla Loses Supply Management Chief as Exodus Worsens
tsla,Sep-20-18,06:21PM,Tesla Model 3's 5-Star Safety Rating -- What You Need to Know
tsla,Sep-20-18,05:45PM,Tesla (TSLA) Stock Sinks As Market Gains: What You Should Know
tsla,Sep-20-18,05:28PM,"The Klein Law Firm Reminds Investors of Class Actions on Behalf of Shareholders of TSLA, PDD, ORCL, LOGM, NLSN and SBGI"
tsla,Sep-20-18,04:21PM,"'Blockchain Is to Bitcoin as Internet Is to Dot Com Bubble,' Says Zillow CEO"
tsla,Sep-20-18,02:00PM,Tesla Seen Rising 11% Higher Despite Wave of Bad News
tsla,Sep-20-18,11:18AM,Tesla Model 3 gets 5-star safety rating
tsla,Sep-20-18,10:50AM,Tesla Model 3 gets top safety rating from regulators
tsla,Sep-20-18,10:33AM,If You Like Torque Youll Love Volatility
tsla,Sep-20-18,10:24AM,Elon Musk asks this simple interview question to tell when an applicant is lying
tsla,Sep-20-18,10:18AM,Tesla Model 3 earns perfect 5-star NHTSA safety rating
tsla,Sep-20-18,10:06AM,Tesla Model 3 gets five-star rating from U.S. safety agency
tsla,Sep-20-18,09:57AM,"Parts Supplier ZF In $14 Billion Challenge to Tesla, Ford"
tsla,Sep-20-18,09:54AM,Tesla Model 3 gets 5-star rating from U.S. safety agency
tsla,Sep-20-18,09:43AM,Tesla Model 3 Sedan Aces All of U.S. Safety Agency's Crash Tests
tsla,Sep-20-18,09:38AM,Why Tesla Stock Still Cant Beat the Math
tsla,Sep-20-18,09:38AM,Tesla's Model 3 gets 5-star rating from U.S. auto safety agency
tsla,Sep-19-18,07:52PM,Tesla needs to put a seat belt on Elon Musk
tsla,Sep-19-18,07:46PM,DOJ Investigates Tesla
tsla,Sep-19-18,05:05PM,"Why Tesla, Inc. Stock Jumped Wednesday"
tsla,Sep-19-18,04:14PM,Dow Ends Higher on Possible Trade Thaw; Tilray Up Sharply
tsla,Sep-19-18,04:00PM,Ex GM Boss: Tesla Headed For The Graveyard
tsla,Sep-19-18,03:55PM,"Pawar Law Group Announces a Securities Class Action Lawsuit Against Tesla, Inc. - TSLA"
tsla,Sep-19-18,02:58PM,Elon Musk roundup: Tesla under DoJ investigation SpaceX over the moon
tsla,Sep-19-18,02:53PM,"DOJ Isn't the Only One: Audi, BMW, Mercedes Are Gunning for Tesla Too"
tsla,Sep-19-18,02:36PM,"Tesla is headed to the graveyard, warns iconic member of Detroits old guard"
tsla,Sep-19-18,01:55PM,Neil deGrasse Tyson: Elon Musk is the 'best thing we've had since Thomas Edison'
tsla,Sep-19-18,01:53PM,"Gordon Johnson: With 90-95% Conviction Rate, The DoJ's Tesla Investigation Is 'Concerning For All Those Long The Stock'"
tsla,Sep-19-18,01:33PM,Tesla Bull Sells (and Buys Again?) & Dow Rallies Near Highs | Free Lunch
tsla,Sep-19-18,01:29PM,Tilray Rallies Again: Anatomy of a Short Squeeze
tsla,Sep-19-18,01:16PM,The traders' take on four big movers in the Blitz
tsla,Sep-19-18,12:45PM,Tilray Joins Tesla Among Decade's IPO Elite in Just 2 Months
tsla,Sep-19-18,12:40PM,Top U.S. AutoÂ Dealer TellsÂ Musk I Told You So
tsla,Sep-19-18,11:40AM,Tesla probe: Could Elon Musk face jail time?
tsla,Sep-19-18,11:29AM,"Stocks - Tilray Rockets in Pre-market; Tesla, Amazon Dip"
tsla,Sep-19-18,10:33AM,AutoNation CEO: Tesla may not be around in 10 years if Musk keeps relying on 'bait-and-switch' tactics
tsla,Sep-19-18,10:29AM,"Tesla stock 0.4% higher; NYT reports Goldman, Silver Lake subpoenaed"
tsla,Sep-19-18,10:15AM,"Company News For Sep 19, 2018"
tsla,Sep-19-18,10:12AM,Why Tesla's New Hell Is Better Than the Old Hell
tsla,Sep-19-18,10:08AM,"Hyundai signs deal to sell 1,000 hydrogen-powered trucks in Switzerland"
tsla,Sep-19-18,08:08AM,"Stocks making the biggest move premarket: TSLA, TLRY, NFLX, ABBV & more"
tsla,Sep-19-18,08:05AM,Tesla Shares Are Nothing More Than a Day Trade for Ex-Boiler Room Workers
tsla,Sep-19-18,07:51AM,"Tesla, Disney, Marvel and Denmark's Danske Bank - 5 Things You Must Know"
tsla,Sep-19-18,07:18AM,Wall Street is set to open higher after Dow surges 185 points as trade fears ease
tsla,Sep-19-18,07:08AM,Tesla Could Raise $2.5B in Q4: Morgan Stanley
tsla,Sep-19-18,07:06AM,"Tesla may find it a challenge to remain an independent company, analyst says"
tsla,Sep-19-18,06:59AM,Tesla stock tanks after report company faces criminal probe over Musks tweet
tsla,Sep-19-18,06:41AM,Nicholas Colas talks about Tesla's recent troubles
tsla,Sep-19-18,05:30AM,3 Reasons Apple or Alphabet Should Consider Buying Tesla
tsla,Sep-19-18,05:00AM,Tesla Criminal Probe Into Musk Tweet Seen Opening Pandoras Box
tsla,Sep-19-18,05:00AM,Criminal Probe of Tesla and Elon Musks Tweet Could Open aÂ Pandoras Box
tsla,Sep-19-18,04:54AM,"JPMorgan Chase's Leung on U.S.-China Relationship, China Priorities"
tsla,Sep-19-18,04:47AM,"No Immediate Credit Impact From Short-Term Yuan Depreciation, Says Moody's Petch"
tsla,Sep-19-18,03:34AM,"From Lucid to Tesla, Saudi Wealth Fund Goes on Spending Spree"
tsla,Sep-19-18,01:54AM,Morgan Stanley Sees $2.5 Billion Equity Raise for Troubled Tesla
tsla,Sep-19-18,01:40AM,Tesla Partner Neoen to Seek $525 Million in Largest French IPO
tsla,Sep-19-18,12:49AM,PRESS DIGEST - Wall Street Journal - Sept 19
tsla,Sep-19-18,12:15AM,Whats News: Business & Finance
tsla,Sep-18-18,10:30PM,1st private moon flight passenger to invite creative guests
tsla,Sep-18-18,09:13PM,Tesla Faces DOJ Criminal Probe After Musk's Tweets
tsla,Sep-18-18,09:13PM,Tesla Faces DOJ Criminal Probe After Musk's Tweets
tsla,Sep-18-18,08:20PM,Here Come Teslas Challengers With All-Electric SUVs
tsla,Sep-18-18,07:37PM,U.S. Justice Department probes Musk statement on taking Tesla private
tsla,Sep-18-18,07:13PM,Luxury Electric Car Competition Heats Up
tsla,Sep-18-18,07:13PM,Luxury Electric Car Competition Heats Up
tsla,Sep-18-18,06:57PM,Tesla to be investigated by US Justice Department over Elon Musk tweets
tsla,Sep-18-18,06:50PM,"IMPORTANT SHAREHOLDER NOTICE: The Schall Law Firm Announces the Filing of a Class Action Lawsuit Against Tesla, Inc. and Reminds Investors with Losses in Excess of $750,000 to Contact the Firm"
tsla,Sep-18-18,06:45PM,"SHAREHOLDER ALERT: Pomerantz Law Firm Reminds Shareholders with Losses on their Investment in Tesla, Inc. of Class Action Lawsuit and Upcoming Deadline - TSLA"
tsla,Sep-18-18,06:26PM,Tesla Stock Sank With Elon Musks Tweet Now Under Criminal Investigation
tsla,Sep-18-18,06:06PM,How the DOJ's Criminal Probe Could Impact Tesla's Operations
tsla,Sep-18-18,06:05PM,How the DOJ's Criminal Probe Could Impact Tesla's Operations
tsla,Sep-18-18,05:56PM,"Tesla is 'headed for the graveyard,' predicts former GM exec Bob Lutz"
tsla,Sep-18-18,05:24PM,What the DOJ Is Looking for in Tesla Probe
tsla,Sep-18-18,05:24PM,What the DOJ Is Looking for in Tesla Probe
tsla,Nov-26-18,01:25PM,"Tesla was weeks from dying earlier this year, Elon Musk says"
tsla,Nov-26-18,01:08PM,Elon Musk Says Tesla Was 'Close to Death' During Model 3 Ramp-Up
tsla,Nov-26-18,01:07PM,"Tesla Almost Died Earlier This Year, Says Elon Musk"
tsla,Nov-26-18,01:00PM,Elon Musk Said Tesla Almost Died  and the Stock Market Shrugged
tsla,Nov-26-18,12:36PM,Elon Musk Admits Tesla Was Near Death This Year
tsla,Nov-26-18,11:54AM,Whatever Doesnt Kill Tesla Makes It Stranger
tsla,Nov-26-18,10:21AM,Elon Musk: Tesla was weeks away from failure
tsla,Nov-26-18,09:30AM,"Company News For Nov 26, 2018"
tsla,Nov-26-18,08:30AM,Musk Admits Tesla Was Close To Collapsing Earlier This Year Amid Model 3 Ramp
tsla,Nov-26-18,08:20AM,"What Tesla did for luxury cars, Rivian wants to do for pickups"
tsla,Nov-26-18,08:20AM,General Motors to Close Operations at Canada's Oshawa Hub
tsla,Nov-26-18,08:11AM,"Stocks making the biggest move premarket: AMZN, WMT, M, TGT, GM, CPB & more"
tsla,Nov-26-18,08:05AM,"Startups, old-line automakers aim to take bite out of Tesla"
tsla,Nov-26-18,08:01AM,"What Tesla did for luxury cars, Rivian wants to do for pickups"
tsla,Nov-26-18,08:01AM,"Startups, old-line automakers aim to take bite out of Tesla"
tsla,Nov-26-18,07:54AM,Elon Musk admits Tesla was weeks from dying earlier in the year
tsla,Nov-26-18,06:33AM,Musk: Tesla was near death during Model 3 ramp-up
tsla,Nov-26-18,06:30AM,GM and Tesla lobby to raise electric vehicles tax credit ...
tsla,Nov-25-18,08:53PM,[$$] Instant Gratification Is a Big Attraction
tsla,Nov-25-18,07:05PM,Elon Musk: Tesla had 'single-digit weeks' as it teetered on brink of collapse
tsla,Nov-25-18,08:41AM,"Porsche Taycan to Drive Farther, Charge Faster"
tsla,Nov-25-18,08:06AM,[$$] Tesla Is the Hot Spot for Young Job Seekers
tsla,Nov-23-18,09:09PM,Why Tesla Is Up 12% So Far in 2018
tsla,Nov-23-18,09:44AM,Tesla will cut prices in China in response to import tariffs; Reuters
tsla,Nov-23-18,09:37AM,"Oil Prices Pound Energy Stocks; Dow Jones Slips As Chips, Airlines Rally"
tsla,Nov-23-18,12:00AM,[$$] Robo-taxis or high-tech tunnels? The race for traffic utopia
tsla,Nov-22-18,08:23AM,Tesla Cuts China Car Prices: Can Others Survive Tariff Heat?
tsla,Nov-22-18,03:55AM,[$$] Tesla cuts prices in China as trade war bites
tsla,Nov-22-18,01:24AM,Tesla Lowers Car Prices in China After Trade War Hits Demand
tsla,Nov-22-18,01:02AM,Tesla cuts China car prices to absorb hit from trade war tariffs
tsla,Nov-22-18,12:30AM,Tesla cuts China car prices to absorb hit from trade war tariffs
tsla,Nov-21-18,05:58PM,Is It Time to Buy Tesla (TSLA) Stock?
tsla,Nov-21-18,03:25PM,Tesla Stocks Surprising Resilience Is a Good Sign for Tesla Bulls
tsla,Nov-21-18,12:55PM,Elon Musk says he's interested in developing cargo vans with Daimler
tsla,Nov-21-18,12:22PM,Teslas Model 3 Takes FirstÂ European Tour Â But Not toÂ Britain
tsla,Nov-21-18,11:49AM,SpaceX slashes first loan to $250 million
tsla,Nov-21-18,10:15AM,"Nasdaq Snaps Back, As This Retail Stock Soars On Strong Earnings"
tsla,Nov-21-18,09:39AM,First look: Inside Nio's growing San Jose HQ as it aims to win the car-tech talent war
tsla,Nov-21-18,09:15AM,Guest Host Tonight
tsla,Nov-21-18,08:50AM,Increased Earnings Estimates Seen for Tesla (TSLA): Can It Move Higher?
tsla,Nov-21-18,08:42AM,"Some Hedge Funds Are Crazy About Tesla, Inc. (TSLA)"
tsla,Nov-21-18,07:12AM,"Dow Jones Futures Try To Rebound; From Apple To Tesla, Five Reasons To Be In Cash Right Now"
tsla,Nov-20-18,11:00PM,[$$] How Mate Rimac is supercharging electric cars
tsla,Nov-20-18,05:45PM,Tesla (TSLA) Stock Moves -1.69%: What You Should Know
tsla,Nov-20-18,04:45PM,"Elon Musks pot-smoking rankled NASA, sparking culture review at SpaceX and Boeing"
tsla,Nov-20-18,03:58PM,"5 Must-See Stock Charts for Wednesday: TGT, KSS and TSLA"
tsla,Nov-20-18,03:03PM,Follow Citron and Buy the Dip in Nvidia Stock
tsla,Nov-20-18,01:59PM,"Teslas battery is cheaper than the competitions, UBS says"
tsla,Nov-20-18,01:00PM,Will Tesla Partner With Mercedes for a New Vehicle?
tsla,Nov-20-18,12:11PM,The Rally In Tesla Stock Has Stalled Out  Again
tsla,Nov-20-18,10:59AM,3 Catalysts Investors Should See Before Going Long GE Stock
tsla,Nov-20-18,10:43AM,7 Winning Stocks to Buy in November for 2019
tsla,Nov-20-18,09:52AM,Tesla Plans to Double Supercharger Network Size in 2019
tsla,Nov-20-18,09:02AM,"Neil deGrasse Tyson: Elon Musk is more important than Jeff Bezos, Mark Zuckerberg and Steve Jobs"
tsla,Nov-20-18,08:19AM,"The Zacks Analyst Blog Highlights: Peabody Energy, First Solar, General Motors, Ford Motor and Tesla"
tsla,Nov-19-18,09:02PM,[$$] Tesla batteries prove best value in class  UBS
tsla,Nov-19-18,05:07PM,"Ford, Zayo Group, Nio Sidestep Selloff"
tsla,Nov-19-18,04:55PM,Boring Co. drill breaks through to the other side
tsla,Nov-19-18,04:00PM,Elon Musk Teases 'Radical Change' To Massive New SpaceX Rocket
tsla,Nov-19-18,03:44PM,Tesla partners with outside companies to sell used cars: report
tsla,Nov-19-18,02:57PM,Tesla is turning to partners to help with a growing used-car business
tsla,Nov-19-18,01:36PM,Stock Market News: Tesla Breakout Fades As FAANG Stocks Slammed Again
tsla,Nov-19-18,12:38PM,Musk hints at Tesla interest in Daimler van
tsla,Nov-19-18,12:26PM,Musk hints at Tesla interest in Daimler van
tsla,Nov-19-18,11:57AM,Citron Research: Nio Is 'Tesla Deja Vu'
tsla,Nov-19-18,11:56AM,Stocks Widen Losses; Dow Jones Fails To Keep Friday's Gain
tsla,Nov-19-18,11:23AM,How Low Can Facebook Stock Go?
tsla,Nov-19-18,10:33AM,Nissan Sacks Chairman Carlos Ghosn
tsla,Nov-19-18,10:24AM,Nissan (NSANY) Boss Arrested in Tokyo
tsla,Nov-19-18,10:18AM,Tech Stocks Lower As Apple Cuts iPhone Production; Tesla Breaks Out
tsla,Nov-19-18,09:30AM,Is Tesla (TSLA) Outperforming Other Auto-Tires-Trucks Stocks This Year?
tsla,Nov-19-18,08:56AM,4 Industries in Focus as Oil Prices May Edge Up
tsla,Nov-19-18,08:33AM,Copart (CPRT) to Report Q1 Earnings: What's in the Offing?
tsla,Nov-19-18,06:55AM,Todays Research Reports on Stocks to Watch: Ford and Tesla
tsla,Nov-18-18,11:05AM,"Tesla, PayPal Lead 5 Top Stocks Near Buy Points In This Classic Bullish Pattern"
tsla,Nov-18-18,10:00AM,Stock Market Power Rankings: Apple's $190 Billion Haircut
tsla,Nov-18-18,08:18AM,Why NIO Is Up 18% So Far in 2018
tsla,Nov-17-18,01:19PM,"You Can Still Get a Tesla Model 3 in Time to Qualify for $7,500 Tax Credit"
tsla,Nov-17-18,06:00AM,Morningstar Runs the Numbers
tsla,Nov-16-18,06:50PM,Cramer's lightning round: Don't buy shares of Target until after it reports
tsla,Nov-16-18,04:27PM,Tesla has opened up Model 3 orders to customers in China
tsla,Nov-16-18,04:20PM,David Einhorn's Top 4 Sells in 3rd Quarter
tsla,Nov-16-18,02:46PM,Tesla Ramps Up Its International Expansion for Model 3
tsla,Nov-16-18,02:12PM,7 Autonomous Vehicle Stocks to Consider Now
tsla,Nov-16-18,02:00PM,Tesla's Breakout May Boost Stock Near Its Record High
tsla,Nov-16-18,12:14PM,"Gene Munster Talks Apple, Amazon-Target, Tesla On PreMarket Prep"
tsla,Nov-16-18,11:59AM,Tesla starts taking Model 3 orders in China
tsla,Nov-16-18,10:19AM,Tesla starts Model 3 orders in China
tsla,Nov-16-18,10:13AM,Tesla starts Model 3 orders in China
tsla,Nov-16-18,09:52AM,"Report: Tesla is weeks away from hitting 7,000-Model 3s-per-week production milestone"
tsla,Nov-16-18,09:20AM,"Forget Tesla, Inc.: Albemarle Corporation Is a Better Electric-Vehicle Stock"
tsla,Nov-16-18,09:04AM,Tesla Is Prepared for a Big Fourth Quarter
tsla,Nov-16-18,08:56AM,VW to SpendÂ $50Â Billion on New Tech to Take On Rivals
tsla,Nov-16-18,08:35AM,Elon Musk's SpaceX Gets Nod for Satellite-Based Internet
tsla,Nov-16-18,08:32AM,"Stocks making the biggest move premarket: FB, NVDA, PCG, JWN & more"
tsla,Nov-16-18,08:31AM,VW says could build up to 15 million electric cars
tsla,Nov-16-18,08:12AM,Elon Musk to Prowl Production Lines in Push for Model 3 Milestone
tsla,Nov-16-18,06:39AM,Tesla cuts prices on solar power systems as it looks to entice customers
tsla,Nov-16-18,06:00AM,Tesla StretchÂ Pushes Customers to Open Wallets for Model 3s
tsla,Nov-16-18,05:00AM,Meet the man who runs Teslas Gigafactory 2 in Buffalo
